jid,split
JVASP-79067,train
JVASP-79068,test
JVASP-7907,train
JVASP-79070,train
JVASP-79071,train
JVASP-79073,test
JVASP-79075,train
JVASP-79076,train
JVASP-79077,train
JVASP-79079,train
JVASP-79080,train
JVASP-79081,train
JVASP-79082,train
JVASP-79083,train
JVASP-79084,train
JVASP-79085,val
JVASP-79086,train
JVASP-79087,val
JVASP-79088,train
JVASP-79089,train
JVASP-79090,train
JVASP-79091,train
JVASP-79096,train
JVASP-79097,train
JVASP-79101,test
JVASP-79105,train
JVASP-79107,train
JVASP-79109,test
JVASP-79110,train
JVASP-79111,train
JVASP-79112,train
JVASP-79113,train
JVASP-79115,train
JVASP-79116,train
JVASP-79118,train
JVASP-7912,train
JVASP-79120,train
JVASP-79122,train
JVASP-79123,train
JVASP-79124,test
JVASP-79125,train
JVASP-79126,train
JVASP-79127,train
JVASP-79128,train
JVASP-79129,train
JVASP-7913,train
JVASP-79137,train
JVASP-79138,train
JVASP-79139,train
JVASP-79141,val
JVASP-79142,train
JVASP-79143,train
JVASP-79145,train
JVASP-79146,train
JVASP-79149,train
JVASP-7915,train
JVASP-79150,train
JVASP-79151,val
JVASP-7916,train
JVASP-79160,train
JVASP-79161,val
JVASP-79162,val
JVASP-79163,train
JVASP-79164,train
JVASP-79165,train
JVASP-79166,train
JVASP-79167,train
JVASP-79168,train
JVASP-79169,test
JVASP-7917,train
JVASP-79171,train
JVASP-79172,train
JVASP-79174,train
JVASP-79175,train
JVASP-79176,train
JVASP-79177,train
JVASP-79178,train
JVASP-79179,train
JVASP-7918,train
JVASP-79180,train
JVASP-79181,test
JVASP-79182,train
JVASP-79183,train
JVASP-79184,test
JVASP-79185,train
JVASP-79186,train
JVASP-79187,train
JVASP-79188,train
JVASP-79189,test
JVASP-7919,train
JVASP-79191,test
JVASP-79192,train
JVASP-79193,train
JVASP-79195,train
JVASP-79196,train
JVASP-79197,train
JVASP-79198,test
JVASP-79199,train
JVASP-79200,train
JVASP-79202,train
JVASP-79203,test
JVASP-79204,train
JVASP-79205,train
JVASP-79206,train
JVASP-79207,train
JVASP-79208,train
JVASP-7921,train
JVASP-79210,test
JVASP-79211,val
JVASP-79212,test
JVASP-79213,train
JVASP-79214,train
JVASP-79215,train
JVASP-79216,train
JVASP-79217,train
JVASP-79219,val
JVASP-7922,val
JVASP-79220,train
JVASP-79221,train
JVASP-79222,train
JVASP-79223,train
JVASP-79224,train
JVASP-79227,train
JVASP-79228,test
JVASP-79229,test
JVASP-7923,train
JVASP-79230,train
JVASP-79231,train
JVASP-79233,train
JVASP-79234,train
JVASP-79235,train
JVASP-79239,train
JVASP-79241,train
JVASP-79242,train
JVASP-79244,train
JVASP-79245,train
JVASP-79247,val
JVASP-79248,train
JVASP-79249,train
JVASP-7925,train
JVASP-79250,train
JVASP-79251,train
JVASP-79252,train
JVASP-79254,train
JVASP-79259,train
JVASP-7926,test
JVASP-79260,train
JVASP-79261,train
JVASP-79262,train
JVASP-79263,train
JVASP-79264,test
JVASP-79265,train
JVASP-79266,train
JVASP-79267,test
JVASP-79268,train
JVASP-79269,train
JVASP-79270,train
JVASP-79271,train
JVASP-79272,train
JVASP-79273,train
JVASP-79274,train
JVASP-79275,train
JVASP-79276,val
JVASP-79277,train
JVASP-79278,train
JVASP-79279,train
JVASP-7928,test
JVASP-79282,test
JVASP-79283,train
JVASP-79285,train
JVASP-79287,test
JVASP-79288,train
JVASP-79289,train
JVASP-79290,val
JVASP-79297,train
JVASP-79298,train
JVASP-79300,train
JVASP-79303,val
JVASP-79304,train
JVASP-79307,test
JVASP-79308,train
JVASP-79309,train
JVASP-79310,train
JVASP-79311,test
JVASP-79312,train
JVASP-79313,train
JVASP-7932,train
JVASP-79321,train
JVASP-79323,train
JVASP-79325,test
JVASP-79329,train
JVASP-7933,train
JVASP-79330,test
JVASP-79331,train
JVASP-79332,test
JVASP-79339,train
JVASP-7934,train
JVASP-79343,train
JVASP-79346,train
JVASP-7935,train
JVASP-79352,train
JVASP-79353,train
JVASP-79355,train
JVASP-79356,train
JVASP-79357,train
JVASP-79358,train
JVASP-79359,train
JVASP-7936,train
JVASP-79360,train
JVASP-79361,train
JVASP-79362,train
JVASP-79363,train
JVASP-79364,train
JVASP-79365,train
JVASP-79366,train
JVASP-79367,train
JVASP-79368,test
JVASP-79369,val
JVASP-7937,train
JVASP-79370,train
JVASP-79371,train
JVASP-79372,train
JVASP-79373,train
JVASP-79374,train
JVASP-79375,train
JVASP-79376,train
JVASP-79377,train
JVASP-79378,val
JVASP-79379,test
JVASP-79380,train
JVASP-79381,train
JVASP-79382,train
JVASP-79383,test
JVASP-79384,test
JVASP-79385,train
JVASP-79386,train
JVASP-79387,train
JVASP-79388,train
JVASP-79389,train
JVASP-7939,train
JVASP-79390,train
JVASP-79391,train
JVASP-79392,train
JVASP-79393,train
JVASP-79394,train
JVASP-79395,train
JVASP-79396,train
JVASP-79397,train
JVASP-79398,train
JVASP-79400,train
JVASP-79401,train
JVASP-79402,train
JVASP-79403,train
JVASP-79404,val
JVASP-79405,train
JVASP-79406,train
JVASP-79407,train
JVASP-79408,train
JVASP-79409,train
JVASP-79410,train
JVASP-79411,train
JVASP-79412,val
JVASP-79414,train
JVASP-79415,train
JVASP-7942,train
JVASP-79420,test
JVASP-79424,train
JVASP-79425,test
JVASP-79426,val
JVASP-79428,train
JVASP-79429,test
JVASP-79430,test
JVASP-79431,val
JVASP-79432,train
JVASP-79433,train
JVASP-79434,train
JVASP-79435,train
JVASP-79436,train
JVASP-79437,train
JVASP-79438,train
JVASP-79439,train
JVASP-79440,train
JVASP-79441,train
JVASP-79442,train
JVASP-79450,val
JVASP-79451,train
JVASP-79452,train
JVASP-79453,train
JVASP-79457,train
JVASP-79459,val
JVASP-79460,val
JVASP-79461,test
JVASP-79462,train
JVASP-79463,val
JVASP-79464,train
JVASP-79466,train
JVASP-79467,train
JVASP-79468,train
JVASP-7947,train
JVASP-79470,train
JVASP-79474,test
JVASP-79475,train
JVASP-79478,train
JVASP-79479,train
JVASP-79480,train
JVASP-79481,test
JVASP-79482,train
JVASP-79483,train
JVASP-79485,train
JVASP-79486,val
JVASP-79487,train
JVASP-79489,train
JVASP-7949,test
JVASP-79490,train
JVASP-79491,train
JVASP-79492,train
JVASP-79493,train
JVASP-79494,train
JVASP-79496,val
JVASP-79497,train
JVASP-79498,train
JVASP-79499,train
JVASP-79500,train
JVASP-79501,train
JVASP-79503,train
JVASP-79505,test
JVASP-79506,train
JVASP-79507,train
JVASP-79508,test
JVASP-79510,train
JVASP-79511,test
JVASP-79512,train
JVASP-79513,train
JVASP-79514,train
JVASP-79515,train
JVASP-79516,train
JVASP-79517,train
JVASP-79518,train
JVASP-79519,val
JVASP-7952,train
JVASP-79520,train
JVASP-79522,train
JVASP-79523,val
JVASP-79524,train
JVASP-79525,train
JVASP-79526,test
JVASP-79527,train
JVASP-79528,train
JVASP-79529,train
JVASP-7953,train
JVASP-79530,train
JVASP-79531,train
JVASP-79532,train
JVASP-79533,train
JVASP-79534,train
JVASP-79535,train
JVASP-79536,train
JVASP-79537,train
JVASP-79539,test
JVASP-7954,train
JVASP-79540,val
JVASP-79541,train
JVASP-79542,train
JVASP-79543,train
JVASP-79545,test
JVASP-79547,train
JVASP-79548,train
JVASP-79549,train
JVASP-7955,train
JVASP-79550,train
JVASP-79551,train
JVASP-79552,val
JVASP-79553,train
JVASP-79554,train
JVASP-79555,train
JVASP-79556,train
JVASP-79557,train
JVASP-79559,val
JVASP-79560,val
JVASP-79561,train
JVASP-79562,train
JVASP-79563,val
JVASP-79565,train
JVASP-79566,train
JVASP-79567,train
JVASP-79568,train
JVASP-79569,train
JVASP-7957,train
JVASP-79573,train
JVASP-79574,train
JVASP-79575,train
JVASP-79576,train
JVASP-79577,val
JVASP-79578,train
JVASP-7958,train
JVASP-79580,train
JVASP-79581,test
JVASP-79582,train
JVASP-79583,train
JVASP-79584,train
JVASP-79585,test
JVASP-79586,train
JVASP-79587,train
JVASP-79588,train
JVASP-79589,test
JVASP-79590,val
JVASP-79591,train
JVASP-79592,val
JVASP-79593,test
JVASP-79594,train
JVASP-79595,train
JVASP-79596,train
JVASP-79597,train
JVASP-79598,train
JVASP-79599,train
JVASP-7960,train
JVASP-79600,train
JVASP-79601,train
JVASP-79602,train
JVASP-79603,train
JVASP-79604,val
JVASP-79606,train
JVASP-79607,train
JVASP-79608,train
JVASP-79609,train
JVASP-79610,train
JVASP-79611,train
JVASP-79612,train
JVASP-79613,train
JVASP-79614,train
JVASP-79615,val
JVASP-79616,train
JVASP-79617,train
JVASP-79618,train
JVASP-79619,train
JVASP-7962,train
JVASP-79620,val
JVASP-79621,train
JVASP-79622,train
JVASP-79624,train
JVASP-79625,train
JVASP-79626,test
JVASP-79627,test
JVASP-79628,test
JVASP-79629,test
JVASP-7963,train
JVASP-79630,train
JVASP-79631,train
JVASP-79632,train
JVASP-79633,train
JVASP-79634,train
JVASP-79635,val
JVASP-79636,train
JVASP-79637,train
JVASP-79638,train
JVASP-79639,train
JVASP-79640,train
JVASP-79641,train
JVASP-79642,train
JVASP-79643,train
JVASP-79644,train
JVASP-79645,train
JVASP-79646,train
JVASP-79647,train
JVASP-79648,train
JVASP-79649,val
JVASP-7965,train
JVASP-79650,train
JVASP-79651,val
JVASP-79653,train
JVASP-79655,train
JVASP-79656,train
JVASP-79657,train
JVASP-79658,train
JVASP-7966,train
JVASP-79660,val
JVASP-79665,val
JVASP-7967,train
JVASP-79670,val
JVASP-7968,train
JVASP-79681,train
JVASP-79682,test
JVASP-79685,train
JVASP-79688,train
JVASP-79695,train
JVASP-79697,train
JVASP-79698,val
JVASP-7970,train
JVASP-79703,train
JVASP-79710,train
JVASP-79712,train
JVASP-79714,train
JVASP-79716,train
JVASP-79718,train
JVASP-79719,train
JVASP-79729,train
JVASP-79730,train
JVASP-79733,train
JVASP-79734,train
JVASP-79737,train
JVASP-7974,train
JVASP-79742,train
JVASP-79744,train
JVASP-79745,train
JVASP-79748,train
JVASP-79749,train
JVASP-79750,train
JVASP-79751,test
JVASP-79752,val
JVASP-79753,train
JVASP-79756,train
JVASP-79757,train
JVASP-79758,val
JVASP-79759,train
JVASP-79760,train
JVASP-79761,train
JVASP-79762,train
JVASP-79763,train
JVASP-79765,train
JVASP-79766,train
JVASP-79767,train
JVASP-79768,test
JVASP-79769,test
JVASP-79770,train
JVASP-79772,train
JVASP-79775,test
JVASP-79776,test
JVASP-7978,train
JVASP-79788,train
JVASP-79789,test
JVASP-79793,train
JVASP-79794,train
JVASP-79795,train
JVASP-79796,train
JVASP-79797,train
JVASP-79799,train
JVASP-79800,train
JVASP-79801,train
JVASP-79802,train
JVASP-79803,train
JVASP-79806,train
JVASP-79807,train
JVASP-79808,train
JVASP-79809,train
JVASP-7981,test
JVASP-79810,test
JVASP-79811,train
JVASP-79812,train
JVASP-79816,train
JVASP-79817,train
JVASP-7982,train
JVASP-79820,train
JVASP-79821,train
JVASP-79823,test
JVASP-79824,train
JVASP-79825,train
JVASP-79828,train
JVASP-79829,test
JVASP-7983,train
JVASP-79833,train
JVASP-79835,train
JVASP-79836,train
JVASP-79837,test
JVASP-79838,train
JVASP-79842,val
JVASP-79848,train
JVASP-7985,train
JVASP-79851,train
JVASP-79857,test
JVASP-79858,train
JVASP-79859,train
JVASP-7986,train
JVASP-79860,train
JVASP-79861,train
JVASP-79863,train
JVASP-79864,train
JVASP-79865,train
JVASP-79866,val
JVASP-79868,train
JVASP-79869,train
JVASP-7987,train
JVASP-79872,train
JVASP-79873,train
JVASP-79874,val
JVASP-79875,train
JVASP-79876,train
JVASP-79877,train
JVASP-79878,train
JVASP-79879,train
JVASP-7988,train
JVASP-79882,test
JVASP-79883,train
JVASP-79884,train
JVASP-79885,train
JVASP-79886,train
JVASP-79889,test
JVASP-7989,train
JVASP-79890,train
JVASP-79891,val
JVASP-79892,test
JVASP-79893,test
JVASP-79894,train
JVASP-79895,train
JVASP-79896,val
JVASP-79897,train
JVASP-79898,val
JVASP-79899,train
JVASP-7990,train
JVASP-79900,train
JVASP-79901,train
JVASP-79902,train
JVASP-79903,train
JVASP-79904,train
JVASP-79905,train
JVASP-79906,train
JVASP-79907,train
JVASP-79908,train
JVASP-79909,train
JVASP-7991,train
JVASP-79911,train
JVASP-79912,train
JVASP-79913,train
JVASP-79914,train
JVASP-79915,train
JVASP-79916,train
JVASP-79917,train
JVASP-7992,train
JVASP-79920,train
JVASP-79921,train
JVASP-79922,train
JVASP-79923,train
JVASP-79928,train
JVASP-79929,train
JVASP-7993,train
JVASP-79930,train
JVASP-79936,train
JVASP-79937,train
JVASP-79939,train
JVASP-7994,train
JVASP-79940,val
JVASP-79942,val
JVASP-79945,train
JVASP-79946,train
JVASP-79947,val
JVASP-79948,train
JVASP-79949,val
JVASP-7995,train
JVASP-79950,train
JVASP-79951,train
JVASP-79952,train
JVASP-79953,train
JVASP-79954,train
JVASP-79955,train
JVASP-79956,test
JVASP-79957,val
JVASP-79958,train
JVASP-79959,val
JVASP-7996,train
JVASP-79961,train
JVASP-79963,train
JVASP-79964,train
JVASP-79965,train
JVASP-79966,train
JVASP-79967,test
JVASP-79968,train
JVASP-79969,train
JVASP-7997,train
JVASP-79970,train
JVASP-79971,train
JVASP-79972,train
JVASP-79973,train
JVASP-79974,train
JVASP-79975,test
JVASP-79976,train
JVASP-79978,train
JVASP-79979,train
JVASP-7998,train
JVASP-79980,train
JVASP-79981,train
JVASP-79983,train
JVASP-79986,train
JVASP-79987,train
JVASP-79988,train
JVASP-79989,train
JVASP-7999,train
JVASP-79990,train
JVASP-79991,train
JVASP-79992,train
JVASP-79993,train
JVASP-79994,train
JVASP-79995,val
JVASP-79996,train
JVASP-79997,train
JVASP-79998,train
JVASP-79999,train
JVASP-8,train
JVASP-8000,train
JVASP-80000,train
JVASP-80001,train
JVASP-80002,train
JVASP-80003,train
JVASP-80005,train
JVASP-80006,train
JVASP-80007,train
JVASP-80008,train
JVASP-8001,train
JVASP-80010,train
JVASP-80011,train
JVASP-80012,train
JVASP-80013,train
JVASP-80014,train
JVASP-80015,test
JVASP-80017,train
JVASP-80018,train
JVASP-80019,train
JVASP-8002,train
JVASP-80020,train
JVASP-80021,train
JVASP-80022,train
JVASP-80023,train
JVASP-80025,train
JVASP-80026,train
JVASP-80027,train
JVASP-80029,train
JVASP-8003,train
JVASP-80030,train
JVASP-80031,val
JVASP-80032,train
JVASP-80033,train
JVASP-80036,train
JVASP-8004,train
JVASP-80040,val
JVASP-80041,train
JVASP-80048,train
JVASP-8005,train
JVASP-80054,train
JVASP-80055,train
JVASP-80057,train
JVASP-8006,val
JVASP-80062,train
JVASP-80063,val
JVASP-80064,train
JVASP-80068,train
JVASP-80069,train
JVASP-8007,val
JVASP-80070,train
JVASP-80071,train
JVASP-80073,train
JVASP-80074,val
JVASP-80075,train
JVASP-80077,train
JVASP-8008,test
JVASP-80081,train
JVASP-80082,train
JVASP-80085,train
JVASP-80086,train
JVASP-80087,test
JVASP-80088,train
JVASP-80089,train
JVASP-8009,train
JVASP-80090,train
JVASP-80097,train
JVASP-80098,val
JVASP-80099,train
JVASP-8010,train
JVASP-80100,train
JVASP-80101,train
JVASP-80104,train
JVASP-80105,train
JVASP-80106,val
JVASP-80107,train
JVASP-80108,train
JVASP-80109,train
JVASP-8011,train
JVASP-80110,train
JVASP-80111,train
JVASP-80112,train
JVASP-80113,test
JVASP-80115,train
JVASP-80116,train
JVASP-80117,train
JVASP-80118,train
JVASP-8012,train
JVASP-80128,train
JVASP-8013,train
JVASP-80132,train
JVASP-80135,train
JVASP-8014,train
JVASP-80140,train
JVASP-80141,val
JVASP-80146,train
JVASP-80148,train
JVASP-80149,train
JVASP-8015,train
JVASP-80151,test
JVASP-80153,train
JVASP-80157,train
JVASP-80160,train
JVASP-80161,train
JVASP-80162,test
JVASP-80165,test
JVASP-80167,train
JVASP-80168,train
JVASP-8017,train
JVASP-80170,train
JVASP-80175,train
JVASP-8018,train
JVASP-80184,train
JVASP-8019,val
JVASP-80190,train
JVASP-80193,train
JVASP-80196,train
JVASP-80199,train
JVASP-802,val
JVASP-8020,test
JVASP-80200,val
JVASP-80202,train
JVASP-80209,train
JVASP-8021,train
JVASP-8022,val
JVASP-80222,test
JVASP-80227,train
JVASP-8023,train
JVASP-80232,train
JVASP-8024,train
JVASP-80240,test
JVASP-80243,train
JVASP-80248,train
JVASP-8025,val
JVASP-80251,train
JVASP-80252,train
JVASP-80254,test
JVASP-8026,train
JVASP-80264,train
JVASP-80266,train
JVASP-80268,train
JVASP-80269,train
JVASP-8027,train
JVASP-8028,train
JVASP-80281,val
JVASP-80288,test
JVASP-8029,train
JVASP-80290,test
JVASP-80296,train
JVASP-80297,train
JVASP-80299,train
JVASP-8030,train
JVASP-80301,train
JVASP-8031,train
JVASP-8032,train
JVASP-80320,train
JVASP-80329,test
JVASP-8033,train
JVASP-8034,train
JVASP-80342,train
JVASP-80347,train
JVASP-80357,train
JVASP-8036,val
JVASP-80362,train
JVASP-80365,train
JVASP-8037,train
JVASP-80375,train
JVASP-8038,train
JVASP-80385,train
JVASP-80387,train
JVASP-8039,train
JVASP-80392,val
JVASP-8040,val
JVASP-8041,train
JVASP-8042,train
JVASP-80420,train
JVASP-80424,train
JVASP-8043,train
JVASP-80430,train
JVASP-8044,train
JVASP-80443,train
JVASP-80448,val
JVASP-8045,train
JVASP-80450,train
JVASP-80453,train
JVASP-80456,train
JVASP-80458,train
JVASP-80462,train
JVASP-80467,train
JVASP-8047,val
JVASP-80472,train
JVASP-80474,train
JVASP-80478,train
JVASP-80479,train
JVASP-8048,test
JVASP-80480,val
JVASP-80481,train
JVASP-80484,test
JVASP-80486,val
JVASP-80487,train
JVASP-80488,train
JVASP-80489,train
JVASP-8049,train
JVASP-80494,train
JVASP-80497,train
JVASP-80498,train
JVASP-80499,train
JVASP-80500,train
JVASP-80501,train
JVASP-80504,train
JVASP-8051,train
JVASP-80510,train
JVASP-80514,train
JVASP-80517,train
JVASP-80518,val
JVASP-80519,val
JVASP-8052,train
JVASP-80520,train
JVASP-80523,train
JVASP-80527,train
JVASP-80528,train
JVASP-80529,train
JVASP-8053,train
JVASP-80533,train
JVASP-8054,train
JVASP-80545,train
JVASP-80548,train
JVASP-8055,train
JVASP-80555,train
JVASP-80557,train
JVASP-8056,train
JVASP-80564,train
JVASP-80565,train
JVASP-80568,train
JVASP-8057,test
JVASP-80575,val
JVASP-8058,train
JVASP-80582,test
JVASP-8059,train
JVASP-80591,train
JVASP-8060,train
JVASP-80606,train
JVASP-8061,train
JVASP-80611,train
JVASP-80612,train
JVASP-80616,train
JVASP-80619,train
JVASP-8062,train
JVASP-80622,train
JVASP-80625,train
JVASP-80626,test
JVASP-8063,train
JVASP-80630,train
JVASP-8064,train
JVASP-8065,train
JVASP-8066,train
JVASP-8067,val
JVASP-80680,train
JVASP-8069,train
JVASP-80690,train
JVASP-80697,train
JVASP-80698,train
JVASP-807,test
JVASP-8070,test
JVASP-80701,train
JVASP-8071,train
JVASP-80716,train
JVASP-80718,train
JVASP-8072,train
JVASP-80721,train
JVASP-80722,test
JVASP-80723,train
JVASP-80724,test
JVASP-80726,test
JVASP-80727,test
JVASP-80728,train
JVASP-80729,train
JVASP-8073,train
JVASP-80732,train
JVASP-80738,test
JVASP-8074,test
JVASP-80740,train
JVASP-80742,train
JVASP-80748,train
JVASP-8075,train
JVASP-8076,train
JVASP-80760,val
JVASP-80761,test
JVASP-80762,val
JVASP-80766,train
JVASP-8077,train
JVASP-80770,val
JVASP-80775,train
JVASP-8078,train
JVASP-80785,train
JVASP-80789,train
JVASP-8079,train
JVASP-808,train
JVASP-8080,train
JVASP-80802,train
JVASP-80805,val
JVASP-80808,train
JVASP-8081,train
JVASP-80817,train
JVASP-8082,test
JVASP-80829,train
JVASP-8083,train
JVASP-8084,test
JVASP-80840,train
JVASP-80847,train
JVASP-80850,train
JVASP-80853,train
JVASP-80858,train
JVASP-80862,train
JVASP-8087,train
JVASP-80871,train
JVASP-8088,train
JVASP-80883,train
JVASP-80887,val
JVASP-80888,train
JVASP-8089,train
JVASP-8090,val
JVASP-80901,train
JVASP-80906,train
JVASP-8091,train
JVASP-80917,train
JVASP-80918,train
JVASP-8092,train
JVASP-8093,val
JVASP-80932,train
JVASP-80934,train
JVASP-8094,val
JVASP-80945,train
JVASP-80946,test
JVASP-80947,train
JVASP-8095,train
JVASP-80951,test
JVASP-8096,train
JVASP-80960,train
JVASP-80964,val
JVASP-80965,train
JVASP-8097,train
JVASP-80976,train
JVASP-80979,train
JVASP-8098,val
JVASP-80982,train
JVASP-8099,train
JVASP-80994,train
JVASP-80996,test
JVASP-80997,train
JVASP-80998,train
JVASP-81,train
JVASP-810,test
JVASP-8100,train
JVASP-81001,train
JVASP-81008,train
JVASP-8101,train
JVASP-81010,train
JVASP-81014,train
JVASP-8102,train
JVASP-8103,train
JVASP-81033,train
JVASP-81039,train
JVASP-8104,train
JVASP-8105,train
JVASP-8106,train
JVASP-81061,train
JVASP-81066,train
JVASP-8107,train
JVASP-81072,val
JVASP-81078,train
JVASP-81079,train
JVASP-8108,train
JVASP-81080,train
JVASP-81083,train
JVASP-8109,train
JVASP-8110,val
JVASP-81100,train
JVASP-81103,train
JVASP-81109,val
JVASP-8111,train
JVASP-81116,val
JVASP-81118,train
JVASP-81120,train
JVASP-81122,train
JVASP-81125,train
JVASP-8113,train
JVASP-81135,val
JVASP-8114,train
JVASP-81146,train
JVASP-81148,train
JVASP-81149,train
JVASP-8115,train
JVASP-81152,val
JVASP-81154,train
JVASP-81158,train
JVASP-8116,train
JVASP-81160,train
JVASP-81167,train
JVASP-8117,val
JVASP-81177,train
JVASP-81179,train
JVASP-8118,val
JVASP-81182,train
JVASP-81186,test
JVASP-81188,train
JVASP-8119,train
JVASP-81190,train
JVASP-81193,train
JVASP-81194,train
JVASP-81195,train
JVASP-81196,train
JVASP-81198,train
JVASP-8120,train
JVASP-81204,test
JVASP-8121,train
JVASP-81210,test
JVASP-81217,train
JVASP-8122,train
JVASP-81225,train
JVASP-81229,train
JVASP-8123,train
JVASP-81233,train
JVASP-81236,train
JVASP-81237,test
JVASP-8124,train
JVASP-81240,val
JVASP-81241,train
JVASP-81245,train
JVASP-81247,train
JVASP-8125,train
JVASP-81251,train
JVASP-81252,train
JVASP-81256,train
JVASP-8126,train
JVASP-81266,train
JVASP-8127,train
JVASP-81273,train
JVASP-81274,test
JVASP-81275,train
JVASP-8128,train
JVASP-81282,train
JVASP-81285,train
JVASP-8129,train
JVASP-81295,train
JVASP-813,train
JVASP-8130,train
JVASP-81302,test
JVASP-81304,train
JVASP-81308,train
JVASP-8131,test
JVASP-81311,train
JVASP-81313,train
JVASP-8132,train
JVASP-8133,val
JVASP-81333,train
JVASP-8134,val
JVASP-81343,train
JVASP-81345,train
JVASP-81346,train
JVASP-81349,train
JVASP-8135,val
JVASP-81355,train
JVASP-8136,train
JVASP-81366,train
JVASP-8137,train
JVASP-81370,train
JVASP-81376,train
JVASP-8138,train
JVASP-81386,train
JVASP-8139,train
JVASP-81391,train
JVASP-81395,train
JVASP-81398,train
JVASP-8140,train
JVASP-81407,train
JVASP-8141,train
JVASP-81410,test
JVASP-8142,val
JVASP-8143,train
JVASP-81432,test
JVASP-8144,train
JVASP-8145,train
JVASP-81458,train
JVASP-8146,train
JVASP-8147,train
JVASP-81470,test
JVASP-81471,train
JVASP-81475,train
JVASP-8148,train
JVASP-81483,train
JVASP-8149,train
JVASP-81491,test
JVASP-81498,test
JVASP-81499,train
JVASP-8150,train
JVASP-81501,train
JVASP-81502,train
JVASP-81504,train
JVASP-81505,train
JVASP-81509,train
JVASP-8151,train
JVASP-81511,train
JVASP-81517,test
JVASP-81518,train
JVASP-8152,train
JVASP-81525,test
JVASP-81528,train
JVASP-8153,train
JVASP-81530,train
JVASP-81535,train
JVASP-81536,train
JVASP-8154,train
JVASP-81543,test
JVASP-81544,train
JVASP-81548,train
JVASP-8155,train
JVASP-81551,test
JVASP-81554,train
JVASP-81555,test
JVASP-81558,test
JVASP-81559,train
JVASP-81569,train
JVASP-8157,train
JVASP-81572,train
JVASP-81573,train
JVASP-8158,val
JVASP-81585,train
JVASP-81595,train
JVASP-81597,train
JVASP-816,train
JVASP-8160,train
JVASP-81605,train
JVASP-8161,train
JVASP-81616,train
JVASP-8162,train
JVASP-81623,train
JVASP-81624,train
JVASP-8163,train
JVASP-81633,train
JVASP-81634,train
JVASP-81636,val
JVASP-81637,train
JVASP-81639,train
JVASP-81645,train
JVASP-81648,train
JVASP-8165,test
JVASP-81653,train
JVASP-81658,test
JVASP-8166,train
JVASP-81664,train
JVASP-81666,train
JVASP-81667,train
JVASP-8167,train
JVASP-81671,val
JVASP-81674,train
JVASP-81678,train
JVASP-8168,train
JVASP-81685,train
JVASP-8169,test
JVASP-81697,train
JVASP-81698,train
JVASP-8170,train
JVASP-81701,train
JVASP-81708,test
JVASP-8171,train
JVASP-81711,val
JVASP-81715,train
JVASP-8172,train
JVASP-81729,val
JVASP-8173,train
JVASP-81731,train
JVASP-81735,train
JVASP-8174,test
JVASP-81740,test
JVASP-81744,train
JVASP-81748,train
JVASP-8175,train
JVASP-81751,train
JVASP-81752,train
JVASP-81754,train
JVASP-81755,val
JVASP-81757,train
JVASP-81758,train
JVASP-8176,train
JVASP-81765,test
JVASP-81768,train
JVASP-8177,train
JVASP-81771,train
JVASP-81775,train
JVASP-8178,test
JVASP-81787,train
JVASP-8179,train
JVASP-81790,train
JVASP-81793,train
JVASP-81797,train
JVASP-8180,train
JVASP-81802,train
JVASP-81804,train
JVASP-81806,train
JVASP-8181,train
JVASP-81812,train
JVASP-81816,train
JVASP-8182,train
JVASP-81829,train
JVASP-8183,train
JVASP-81831,train
JVASP-8184,train
JVASP-81840,train
JVASP-81841,train
JVASP-81845,test
JVASP-81846,train
JVASP-81847,test
JVASP-8185,train
JVASP-81859,train
JVASP-8186,train
JVASP-81864,train
JVASP-81865,train
JVASP-81866,train
JVASP-8187,test
JVASP-81878,test
JVASP-8188,test
JVASP-81881,train
JVASP-81882,train
JVASP-81889,train
JVASP-8189,train
JVASP-81890,val
JVASP-819,train
JVASP-8190,train
JVASP-81907,train
JVASP-81908,train
JVASP-8191,train
JVASP-81912,train
JVASP-81917,train
JVASP-8194,val
JVASP-81940,train
JVASP-8195,train
JVASP-81950,train
JVASP-81952,train
JVASP-81956,train
JVASP-81958,train
JVASP-8196,train
JVASP-81962,train
JVASP-8197,train
JVASP-81973,test
JVASP-81978,train
JVASP-81979,train
JVASP-8198,train
JVASP-81984,train
JVASP-81985,train
JVASP-81986,train
JVASP-81987,train
JVASP-81989,train
JVASP-8199,train
JVASP-81990,train
JVASP-81991,val
JVASP-81992,train
JVASP-82,train
JVASP-8200,train
JVASP-82003,val
JVASP-82008,test
JVASP-8201,train
JVASP-82018,test
JVASP-8202,train
JVASP-82020,train
JVASP-82022,test
JVASP-82023,train
JVASP-82024,test
JVASP-82026,train
JVASP-82027,train
JVASP-82029,train
JVASP-8203,test
JVASP-82039,train
JVASP-8204,train
JVASP-82040,train
JVASP-82043,train
JVASP-82046,train
JVASP-82049,train
JVASP-8205,train
JVASP-82054,train
JVASP-82056,train
JVASP-8206,train
JVASP-82064,train
JVASP-82065,train
JVASP-82066,train
JVASP-82067,train
JVASP-82068,train
JVASP-8207,train
JVASP-82072,train
JVASP-82076,train
JVASP-8208,train
JVASP-82082,train
JVASP-82087,train
JVASP-8209,train
JVASP-82091,train
JVASP-82096,train
JVASP-8210,val
JVASP-82108,train
JVASP-8211,train
JVASP-82110,train
JVASP-82111,train
JVASP-82115,train
JVASP-82116,train
JVASP-8212,val
JVASP-82124,train
